OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
58,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{94DCB703-5F6D-4DB5-91A9-0A41ABC1097A},62,GLCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLCA/Metadata/glca_metadata.xml,Glen Canyon National Recreation Area,2022/04/22 00:00:00+00,AZ,IM,23865,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209616,Glen Canyon,2069791.74579044,8057114940.76004
59,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{898C3080-23A7-4EE5-B54E-0D97E52D4599},63,RABR,Lands - http://landsnet.nps.gov/tractsnet/documents/RABR/Metadata/rabr_metadata.xml,Rainbow Bridge National Monument,2010/03/29 00:00:00+00,UT,IM,23944,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166457,Rainbow Bridge,4037.10960113808,1018636.98744376
60,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6B361407-6E5D-4010-8076-45F37F066F23},64,GOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/GOSP/Metadata/gosp_metadata.xml,Golden Spike National Historical Park,2011/02/17 00:00:00+00,UT,IM,1428242,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175723,Golden Spike,73082.5356487581,19348834.7725759
61,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{804293C8-83C8-472F-B65C-D7139DC598EC},65,GRTE,Lands - http://landsnet.nps.gov/tractsnet/documents/GRTE/Metadata/grte_metadata.xml,Grand Teton National Park,2023/12/04 00:00:00+00,WY,IM,1597571,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047976,Grand Teton,351764.858804503,2410496678.91404
62,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{74D80170-9C84-4BF8-B725-D17F62E87587},66,SAND,Lands - http://landsnet.nps.gov/tractsnet/documents/SAND/Metadata/sand_metadata.xml,Sand Creek Massacre National Historic Site,2012/03/04 00:00:00+00,CO,IM,2127375,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185781,Sand Creek Massacre,41111.1733855453,83063902.2394882
63,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{9438C669-AC30-4809-94D7-04E439866C98},67,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/Metadata/grsa_metadata.xml,Great Sand Dunes National Park,2023/06/16 00:00:00+00,CO,IM,2733443,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,125685.105442135,698046846.89739
64,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B8E44266-2CDC-4011-9C6F-FEB62CA19C9B},68,GRSA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRSA/Metadata/grsa_metadata.xml,Great Sand Dunes National Preserve,2022/02/01 00:00:00+00,CO,IM,2733443,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194474,Great Sand Dunes,108346.563271744,270940284.628647
65,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{A2790997-2690-4064-9559-65F0323FE02D},69,JODR,Lands - http://landsnet.nps.gov/tractsnet/documents/JODR/Metadata/jodr_metadata.xml,"John D. Rockefeller, Jr., Memorial Parkway",2008/04/14 00:00:00+00,WY,IM,1604577,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048169,John D Rockefeller Jr,58880.6056721006,185341715.401384
66,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{113C808E-7602-4B63-8DF5-8400F2E3CD5D},70,FOBU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBU/Metadata/fobu_metadata.xml,Fossil Butte National Monument,2007/02/22 00:00:00+00,WY,IM,1605065,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047959,Fossil Butte,44607.2126112168,60721809.97652
67,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{76DD1BA6-45FC-4A90-80E4-800C0A5267FB},71,MEVE,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,Mesa Verde National Park,2021/03/08 00:00:00+00,CO,IM,179042,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048549,Mesa Verde,102110.746026483,343422764.232956
68,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{96C49481-E77A-4146-9549-D38B6AEAD212},72,HOVE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOVE/Metadata/hove_metadata.xml,Hovenweep National Monument,2023/09/14 17:11:58+00,CO,IM,202599,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047986,Hovenweep,21091.6319287129,5195289.42145508
69,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{47D0C29F-3ADD-4FA4-8202-EC186D137CD5},73,YUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/YUHO/Metadata/yuho_metadata.xml,Yucca House National Monument,2020/12/17 00:00:00+00,CO,IM,202628,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048070,Yucca House,3918.28593400403,227843.457669054
70,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{F48CC095-0CD5-486A-A072-B31C38E9F749},74,MNRR,Lands - http://landsnet.nps.gov/tractsnet/documents/MNRR/Metadata/mnrr_metadata.xml,Missouri National Recreational River,2023/04/19 14:54:51+00,NE,MW,2733411,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242151,Missouri,637595.077114868,514001422.167543
71,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{8643BE16-D9D7-4346-9B52-374F80BBE526},75,MORU,Lands - http://landsnet.nps.gov/tractsnet/documents/MORU/Metadata/moru_metadata.xml,Mount Rushmore National Memorial,2010/12/13 00:00:00+00,SD,MW,1262098,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167739,Mount Rushmore,17217.214232035,9923432.10761164
72,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{1E5389DC-B572-4046-8481-D4319B50501F},76,ROMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ROMO/Metadata/romo_metadata.xml,Rocky Mountain National Park,2023/06/16 15:11:51+00,CO,IM,204948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209626,Rocky Mountain,297490.001720819,1863152677.84533
73,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{1B0DBAFE-C93A-4C4D-BD3F-364A98CC935B},77,BEOL,Lands - http://landsnet.nps.gov/tractsnet/documents/BEOL/Metadata/beol_metadata.xml,Bent's Old Fort National Historic Site,2020/09/22 00:00:00+00,CO,IM,2559483,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166446,Bent's Old Fort,10127.9306482641,5420545.25667212
74,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{8E9F212A-F4E4-4B51-A0EE-7C6429B0856E},78,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,2021/03/22 00:00:00+00,CO,IM,191398,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047956,Florissant Fossil Beds,38025.6702320753,41975465.0271404
75,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B8099464-58A7-48F7-8C24-94E27501E485},79,BRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCA/Metadata/brca_metadata.xml,Bryce Canyon National Park,2008/03/27 00:00:00+00,UT,IM,1450197,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047913,Bryce Canyon,127086.20689518,232305570.905349
76,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{739F9531-A3D9-4963-931A-33EBC97A65CF},80,CARE,Lands - http://landsnet.nps.gov/tractsnet/documents/CARE/Metadata/care_metadata.xml,Capitol Reef National Park,2022/04/22 00:00:00+00,UT,IM,1434866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192759,Capitol Reef,405759.386888086,1605721878.7818
77,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{0C4041E8-A745-466F-92AF-4DB6FCDE5858},81,CEBR,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBR/Metadata/cebr_metadata.xml,Cedar Breaks National Monument,2018/05/04 00:00:00+00,UT,IM,1439558,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047930,Cedar Breaks,27322.59613015,39592554.8369502
78,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{976EA1BB-FD2F-494D-A3DD-1EB76F174C5D},82,PISP,Lands - http://landsnet.nps.gov/tractsnet/documents/PISP/Metadata/pisp_metadata.xml,Pipe Spring National Monument,2006/12/07 00:00:00+00,AZ,IM,9526,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048036,Pipe Spring,2011.56579428876,252896.691159622
79,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{54D6ACB7-33E4-4B8C-8F46-1FECC5110273},83,ZION,Lands - http://landsnet.nps.gov/tractsnet/documents/ZION/Metadata/zion_metadata.xml,Zion National Park,2017/06/22 00:00:00+00,UT,IM,1455157,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181118,Zion,206587.713070119,952718697.850256
80,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{17CCD863-7210-4B02-A9D6-6B7B4EB49A58},84,THRO,Lands - http://landsnet.nps.gov/tractsnet/documents/THRO/Metadata/thro_metadata.xml,Theodore Roosevelt National Park,2017/04/27 00:00:00+00,ND,MW,1033824,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196728,Theodore Roosevelt,187232.144032442,616847538.825072
81,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{31032733-CFB1-413B-AE1C-6E7618FACB07},85,FOUS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUS/Metadata/fous_metadata.xml,Fort Union Trading Post National Historic Site,2018/07/24 00:00:00+00,MT,MW,771520,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225692,Fort Union Trading Post,24728.704414578,4006610.30253661
82,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AA7B079F-E3B2-421B-84D2-14B91F3302A0},86,TICA,Lands - http://landsnet.nps.gov/tractsnet/documents/TICA/Metadata/tica_metadata.xml,Timpanogos Cave National Monument,2005/04/14 00:00:00+00,UT,IM,1446610,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239937,Timpanogos Cave,5287.85950255729,1747594.64180153
83,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6CA83F51-D335-49C7-8797-5AB1D4711312},87,WICA,Lands - http://landsnet.nps.gov/tractsnet/documents/WICA/Metadata/wica_metadata.xml,Wind Cave National Park,2016/04/19 00:00:00+00,SD,MW,1263056,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239942,Wind Cave,90671.8054647478,261727427.159106
84,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{E92FB47D-C647-4B41-B4FA-2813CAEDEDF3},88,JECA,Lands - http://landsnet.nps.gov/tractsnet/documents/JECA/Metadata/jeca_metadata.xml,Jewel Cave National Monument,2010/07/22 00:00:00+00,SD,MW,1261888,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165329,Jewel Cave,13690.5245200034,9873220.821679
85,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{4D1E5BB1-B80C-490C-8553-2B9ED3621B54},89,YELL,Lands - http://landsnet.nps.gov/tractsnet/documents/YELL/Metadata/yell_metadata.xml,Yellowstone National Park,2008/04/23 00:00:00+00,ID,IM,1609331,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048199,Yellowstone,674249.706087325,17557091584.6482
86,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{3FA0925F-E580-4A31-9DAC-1061E8EE6224},90,BIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/BIHO/Metadata/biho_metadata.xml,Big Hole National Battlefield,2015/11/06 00:00:00+00,MT,PW,779820,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225687,Big Hole,12680.0444513591,8092191.99400423
87,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{688C23DF-EAC5-4808-ABA5-226272070884},91,GRKO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRKO/Metadata/grko_metadata.xml,Grant-Kohrs Ranch National Historic Site,2017/11/30 00:00:00+00,MT,IM,806847,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220223,Grant-Kohrs Ranch,20573.5545039801,13410009.510063
88,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{65AC1D54-2D6B-4536-969E-0B0B802D0567},92,NACA,Lands - http://landsnet.nps.gov/tractsnet/documents/NACA/Metadata/naca_metadata.xml,National Capital Parks,2023/03/14 14:22:30+00,DC,NC,2738287,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223249,National Capital Parks,684677.345611335,49151777.3189375
89,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{D4E5A3F0-5113-457A-8D17-4ED8AB81AF27},93,CLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/CLBA/Metadata/clba_metadata.xml,Clara Barton National Historic Site,2008/11/17 00:00:00+00,MD,NC,2733426,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048149,Clara Barton,1017.11159189941,55817.2532099335
90,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{045592E7-F656-433F-BC97-CDE64793D03F},94,BEPA,Lands - http://landsnet.nps.gov/tractsnet/documents/BEPA/Metadata/bepa_metadata.xml,Belmont-Paul Women's Equality National Monument,2016/09/13 00:00:00+00,DC,NC,2781517,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235426,Belmont-Paul Women's Equality,192.515500185095,2306.45870929892
91,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{F9269480-37BA-49DE-918E-FE77998327D7},95,FOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOWA/Metadata/fowa_metadata.xml,Fort Washington Park,2023/03/14 16:28:58+00,MD,NC,597426,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048158,Fort Washington,7194.4480342705,2301943.23811227
92,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{8497F044-AAD4-4DAD-A6AD-6B54D8783D8F},96,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,2020/05/20 00:00:00+00,DC,NC,530776,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048177,Lyndon Baines Johnson Memorial Grove,2032.37385448097,120867.495729805
93,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{C9336104-DA19-4260-9A56-7B13DA285BFB},97,MALL,Lands - http://landsnet.nps.gov/tractsnet/documents/MALL/Metadata/mall_metadata.xml,National Mall,2011/10/06 00:00:00+00,DC,NC,2733438,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181133,National Mall,5178.95291391885,1154397.71104849
94,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{0F43C010-B53E-4049-91CE-E2AD5B7B9978},98,GREE,Lands - http://landsnet.nps.gov/tractsnet/documents/GREE/Metadata/gree_metadata.xml,Greenbelt Park,2021/03/03 00:00:00+00,MD,NC,597496,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048160,Greenbelt,22476.1836868301,7707043.55144369
95,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{FBCE34D6-24B0-4AA2-9326-01C77FC6507D},99,ROCR,Lands - http://landsnet.nps.gov/tractsnet/documents/ROCR/Metadata/rocr_metadata.xml,Rock Creek Park,2019/05/30 00:00:00+00,DC,NC,530563,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2244324,Rock Creek Park,26892.2786599303,11722714.8672835
96,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{5FF99827-D095-4BF2-8755-576A0EA8C796},100,PAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAV/Metadata/paav_metadata.xml,Pennsylvania Avenue National Historic Site,2016/09/13 00:00:00+00,DC,NC,2733439,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208015,Pennsylvania Avenue,10722.6309353038,124211.7046403
97,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{35067F55-9A5D-47D9-8BDA-CD2EF9E85C95},101,ANTI,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,Antietam National Battlefield,2023/09/15 12:54:13+00,MD,NC,589057,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048139,Antietam,34457.296779677,22204814.1336163
98,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{8A934E96-257C-41B5-9713-2B80E9932B07},102,CHOH,Lands - http://landsnet.nps.gov/tractsnet/documents/CHOH/Metadata/choh_metadata.xml,Chesapeake and Ohio Canal National Historical Park,2024/03/19 00:00:00+00,DC,NC,583731,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253816,Chesapeake and Ohio Canal,888715.983841959,140220474.332802
99,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{D8D89DFA-D3B9-4531-BFB6-DDDCA2501FEB},104,MABE,Lands - http://landsnet.nps.gov/tractsnet/documents/MABE/Metadata/mabe_metadata.xml,Mary McLeod Bethune Council House National Historic Site,2006/09/21 00:00:00+00,DC,NC,2733422,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048178,Mary McLeod Bethune Council House,130.842640261572,532.554292688483
100,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{639D50AA-5282-4D42-A267-9A6F04DC1348},105,HAFE,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFE/Metadata/hafe_metadata.xml,Harpers Ferry National Historical Park,2021/09/15 00:00:00+00,MD,NC,1556735,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048163,Harpers Ferry,131460.007302019,25199536.9203873
101,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{37F181EF-2499-449C-BF3B-7CECC950C381},106,CATO,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,Catoctin Mountain Park,2022/01/26 00:00:00+00,MD,NC,583623,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166419,Catoctin Mountain,51486.9063252559,39359346.8821515
102,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{225214B2-5D9D-4889-AAEF-776AF7550AE3},107,GWMP,Lands - http://landsnet.nps.gov/tractsnet/documents/GWMP/Metadata/gwmp_metadata.xml,George Washington Memorial Parkway,2023/09/15 16:59:57+00,MD,NC,584569,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048162,George Washington,313357.571349699,44162529.7695008
103,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{4B279C56-A4FD-44E7-B962-8769E6B6DDA7},108,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",2021/01/22 00:00:00+00,VA,NC,1888900,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048142,"Arlington House, The Robert E. Lee Memorial",2501.22901419612,114601.207720316
104,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{8AC29C6B-021E-48D2-82CD-8954C899D344},109,THIS,Lands - http://landsnet.nps.gov/tractsnet/documents/THIS/Metadata/this_metadata.xml,Theodore Roosevelt Island,2005/05/31 00:00:00+00,DC,NC,2733420,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048191,Theodore Roosevelt Island,4107.77835572407,670314.073010405
105,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{24106F1F-E25C-45C6-BF0A-F58EDCD45210},110,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,2019/06/11 00:00:00+00,VA,NC,1470042,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048179,Manassas,45903.8281546776,34215862.9205353
106,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{4956450B-7C04-4B03-A538-5104B1BB5E74},111,WWII,Lands - http://landsnet.nps.gov/tractsnet/documents/WWII/Metadata/wwii_metadata.xml,World War II Memorial,2011/11/03 00:00:00+00,DC,NC,1989142,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181142,World War II Memorial,1049.68370450181,57408.376783478
107,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AEB5B3F8-C2A6-452A-BE6D-CA2725B04FC3},112,FRDE,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDE/Metadata/frde_metadata.xml,Franklin Delano Roosevelt Memorial,2020/05/20 00:00:00+00,DC,NC,1877541,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181122,Franklin Delano Roosevelt,1305.8434783867,54428.2771332062
108,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{AB7A2670-A214-45C8-958B-748F05B6048C},113,FOTH,Lands - http://landsnet.nps.gov/tractsnet/documents/FOTH/Metadata/foth_metadata.xml,Ford's Theatre National Historic Site,2006/09/21 00:00:00+00,DC,NC,530748,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048156,Ford's Theatre,298.369046693771,2010.95638286118
109,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{16BEE605-CFB6-412A-B099-9605B955FA1A},114,JEFM,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFM/Metadata/jefm_metadata.xml,Thomas Jefferson Memorial,2009/11/06 00:00:00+00,DC,NC,530557,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049278,Thomas Jefferson Memorial,1943.24622489741,131694.976263483
